method: com.coveros.training.authentication.LoginServlet.doPost | lines: 27:50 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/authentication/LoginServlet.java
commit: 86e58a92d50a9b0fc7e65a8c59c6af2575798b05 | author: Byron Katz
method: com.coveros.training.library.LibraryUtils.searchForLoanByBorrower | lines: 141:144 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/LibraryUtils.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: 70410c4b610956dcf2fa121664a128035e3bca43 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Book.Book | lines: 25:28 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Book.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
commit: 8aba36eab4adb5e37b403267742e583abe9bb37a | author: Byron Katz
commit: f333afdcbf3228b686381691d4fda0594ad13c66 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Book.createEmpty | lines: 64:66 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Book.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
commit: 8aba36eab4adb5e37b403267742e583abe9bb37a | author: Byron Katz
commit: f333afdcbf3228b686381691d4fda0594ad13c66 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Book.equals | lines: 30:45 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Book.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
commit: 8aba36eab4adb5e37b403267742e583abe9bb37a | author: Byron Katz
commit: f333afdcbf3228b686381691d4fda0594ad13c66 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Book.hashCode | lines: 47:54 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Book.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
commit: 8aba36eab4adb5e37b403267742e583abe9bb37a | author: Byron Katz
commit: f333afdcbf3228b686381691d4fda0594ad13c66 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Book.isEmpty | lines: 68:70 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Book.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
commit: 8aba36eab4adb5e37b403267742e583abe9bb37a | author: Byron Katz
commit: f333afdcbf3228b686381691d4fda0594ad13c66 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Book.toOutputString | lines: 56:58 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Book.java
commit: ed9b468253c44cfea51ddb2fd8f41cce7ebe2760 | author: Byron Katz
commit: 49ba0642d7c0413c324dc3cddee61090c9d1cf8b | author: Byron Katz
commit: b841d246adee6462b7f308dbb0a4c44a36cbe539 | author: Byron Katz
method: com.coveros.training.library.domainobjects.Book.toString | lines: 60:62 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Book.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
commit: 8aba36eab4adb5e37b403267742e583abe9bb37a | author: Byron Katz
commit: f333afdcbf3228b686381691d4fda0594ad13c66 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Borrower.Borrower | lines: 30:33 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Borrower.java
commit: 56875996cdbadc1d459076ccb6ef0b652790996a | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: 3016a7a223b1805cac1847f8fa3b55b6a48b53d3 | author: Byron Katz
method: com.coveros.training.library.domainobjects.Borrower.createEmpty | lines: 69:71 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Borrower.java
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
method: com.coveros.training.library.domainobjects.Borrower.equals | lines: 35:50 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Borrower.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: 3016a7a223b1805cac1847f8fa3b55b6a48b53d3 | author: Byron Katz
method: com.coveros.training.library.domainobjects.Borrower.hashCode | lines: 52:59 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Borrower.java
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: 3016a7a223b1805cac1847f8fa3b55b6a48b53d3 | author: Byron Katz
method: com.coveros.training.library.domainobjects.Borrower.isEmpty | lines: 73:75 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Borrower.java
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Borrower.toOutputString | lines: 61:63 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Borrower.java
commit: ed9b468253c44cfea51ddb2fd8f41cce7ebe2760 | author: Byron Katz
commit: 49ba0642d7c0413c324dc3cddee61090c9d1cf8b | author: Byron Katz
commit: b841d246adee6462b7f308dbb0a4c44a36cbe539 | author: Byron Katz
method: com.coveros.training.library.domainobjects.Borrower.toString | lines: 65:67 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Borrower.java
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: 3016a7a223b1805cac1847f8fa3b55b6a48b53d3 | author: Byron Katz
method: com.coveros.training.library.domainobjects.LibraryActionResults.LibraryActionResults | lines: 9:42 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/LibraryActionResults.java
commit: 36bd75e211aea1ccbb53b63af64b4dc7c86b93d5 | author: Byron Katz
commit: c851c36b7f4cda1ffc8f0b22f6c2f3aab36aab06 | author: Byron Katz
commit: e178e016c1690559c05c53891c7ed9d759df7cd9 | author: Byron Katz
commit: 7a3a6d18668b325fe5548cc298e64626a5e24826 | author: Byron Katz
commit: 871ecc47278f4a87c097397a494cb6f0dc2a3e22 | author: Byron Katz
commit: 4355506fbd7aac1f83fcd4f07d6308c62f064d68 | author: Byron Katz
method: com.coveros.training.library.domainobjects.Loan.Loan | lines: 38:43 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Loan.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 9a27e1f7b47e618f3f8a3f55d34e01c8db3efba0 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Loan.createEmpty | lines: 79:81 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Loan.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
method: com.coveros.training.library.domainobjects.Loan.equals | lines: 45:62 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Loan.java
commit: 0f3b02dfccc94e847d68e947494db72cfcf0b9d1 | author: Byron Katz
commit: 62a21e97e4a76ae48643408ecbcf3b45feaa5225 | author: Byron Katz
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Loan.hashCode | lines: 64:73 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Loan.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: d71d81e7ac2d5e0f8644ddef898f0351b9c36540 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Loan.isEmpty | lines: 83:85 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Loan.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: fb3c2d0183b626145123b3d09202cd299d62bd46 | author: Byron Katz
commit: 9a27e1f7b47e618f3f8a3f55d34e01c8db3efba0 | author: Byron Katz
commit: 0cc6e2ffa8547ed00e234ff3f74ea4a6d16111bd | author: Byron Katz
method: com.coveros.training.library.domainobjects.Loan.toString | lines: 75:77 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/library/domainobjects/Loan.java
commit: efde5332a9f33fd1cb7962f675ef6f9a80507f6e | author: Byron Katz
commit: d71d81e7ac2d5e0f8644ddef898f0351b9c36540 | author: Byron Katz
method: com.coveros.training.mathematics.AckServlet.doPost | lines: 29:47 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckServlet.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 9090b5bb93ea0925cb784eb6075cf0181ce1b985 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
commit: 9fc11ef2dd86150856475f60ad628a60ad2c0b79 | author: Byron Katz
method: com.coveros.training.mathematics.AckServlet.forwardToResult | lines: 52:54 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckServlet.java
commit: 95f2f4e3dd085cd3120bcb3d916be291c8729a42 | author: Byron Katz
commit: 9fc11ef2dd86150856475f60ad628a60ad2c0b79 | author: Byron Katz
method: com.coveros.training.mathematics.AckServlet.putNumberInRequest | lines: 22:26 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckServlet.java
commit: 9fc11ef2dd86150856475f60ad628a60ad2c0b79 | author: Byron Katz
method: com.coveros.training.mathematics.AckServlet.regularRecursive | lines: 59:63 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckServlet.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
commit: 3b2676fdc49e8bbed2899c511855f847e8a2b3fd | author: Byron Katz
commit: 9fc11ef2dd86150856475f60ad628a60ad2c0b79 | author: Byron Katz
method: com.coveros.training.mathematics.AckServlet.tailRecursive | lines: 68:72 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckServlet.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.Ackermann.Ackermann | lines: 8:10 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Ackermann.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
method: com.coveros.training.mathematics.Ackermann.ack | lines: 17:25 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Ackermann.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 3b2676fdc49e8bbed2899c511855f847e8a2b3fd | author: Byron Katz
commit: bbd11289f68b8f1c91caa482e59fec8f70107d76 | author: Byron Katz
commit: 27c74627cddf9387b9cc51e086ad7c4babbeadef | author: Byron Katz
method: com.coveros.training.mathematics.Ackermann.calculate | lines: 31:35 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Ackermann.java
commit: 3b2676fdc49e8bbed2899c511855f847e8a2b3fd | author: Byron Katz
commit: bbd11289f68b8f1c91caa482e59fec8f70107d76 | author: Byron Katz
commit: 27c74627cddf9387b9cc51e086ad7c4babbeadef | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative.calculate | lines: 14:18 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: 626af93e082ddb1514c38041d8272f85499c84e8 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative.flag | lines: 34:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative.number1 | lines: 34:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative.number2 | lines: 34:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative.stack | lines: 34:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative$$.main | lines: 115:117 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative$$.tail | lines: 34:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative$$$FunctionalAckermann.field | lines: 36:46 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative$$$FunctionalAckermann.flag | lines: 34:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative$$$FunctionalAckermann.number1 | lines: 34:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative$$$FunctionalAckermann.number2 | lines: 34:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.AckermannIterative$$$FunctionalAckermann.stack | lines: 34:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/AckermannIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator.Calculator | lines: 12:14 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 5b77ce90695467e2fdb6e40a9621ad1d45b7f4c0 | author: Byron Katz
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator.Calculator | lines: 12:14 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 5b77ce90695467e2fdb6e40a9621ad1d45b7f4c0 | author: Byron Katz
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator.add | lines: 24:26 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 786dfaf9224fc41a28de4ce39b10dfec7dd707c3 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator.add | lines: 24:26 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 786dfaf9224fc41a28de4ce39b10dfec7dd707c3 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator.add | lines: 24:26 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 786dfaf9224fc41a28de4ce39b10dfec7dd707c3 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator.calculateAndMore | lines: 69:73 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 231e3c712b4abe8b3e3706405555033abf1a7b39 | author: Byron Katz
commit: 5b77ce90695467e2fdb6e40a9621ad1d45b7f4c0 | author: Byron Katz
commit: bc59ae0c1ac892c3cc9371c367d63f4dae00f00e | author: Byron Katz
method: com.coveros.training.mathematics.Calculator.calculateAndMorePart2 | lines: 79:82 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 5b77ce90695467e2fdb6e40a9621ad1d45b7f4c0 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator.calculateAndMorePart3 | lines: 88:90 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 5bc0309544875c39a16cccd01e5900246e3fd523 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator.toStringZeroToTen | lines: 39:54 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 786dfaf9224fc41a28de4ce39b10dfec7dd707c3 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator$Bar.doOtherComplexThing | lines: 114:116 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: bc59ae0c1ac892c3cc9371c367d63f4dae00f00e | author: Byron Katz
method: com.coveros.training.mathematics.Calculator$Baz.doThirdPartyThing | lines: 124:126 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: 5b77ce90695467e2fdb6e40a9621ad1d45b7f4c0 | author: Byron Katz
method: com.coveros.training.mathematics.Calculator$Foo.doComplexThing | lines: 100:102 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: bc59ae0c1ac892c3cc9371c367d63f4dae00f00e | author: Byron Katz
method: com.coveros.training.mathematics.Calculator$iBar.doOtherComplexThing | lines: 114:116 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: bc59ae0c1ac892c3cc9371c367d63f4dae00f00e | author: Byron Katz
method: com.coveros.training.mathematics.Calculator$iFoo.doComplexThing | lines: 100:102 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Calculator.java
commit: bc59ae0c1ac892c3cc9371c367d63f4dae00f00e | author: Byron Katz
method: com.coveros.training.mathematics.FibServlet.defaultRecursiveCalculation | lines: 72:76 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FibServlet.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
commit: 410897e6ed9464234e48ab5f975865f7b6f6fcc0 | author: Byron Katz
method: com.coveros.training.mathematics.FibServlet.doPost | lines: 30:48 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FibServlet.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 9090b5bb93ea0925cb784eb6075cf0181ce1b985 | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
commit: 410897e6ed9464234e48ab5f975865f7b6f6fcc0 | author: Byron Katz
method: com.coveros.training.mathematics.FibServlet.forwardToResult | lines: 65:67 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FibServlet.java
commit: 95f2f4e3dd085cd3120bcb3d916be291c8729a42 | author: Byron Katz
commit: 410897e6ed9464234e48ab5f975865f7b6f6fcc0 | author: Byron Katz
method: com.coveros.training.mathematics.FibServlet.putNumberInRequest | lines: 23:27 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FibServlet.java
commit: 410897e6ed9464234e48ab5f975865f7b6f6fcc0 | author: Byron Katz
method: com.coveros.training.mathematics.FibServlet.tailRecursiveAlgo1Calc | lines: 56:60 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FibServlet.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 626af93e082ddb1514c38041d8272f85499c84e8 | author: Byron Katz
commit: 79edb576f00f9bfb2b7d319941fd81f75a90e8fd | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.FibServlet.tailRecursiveAlgo2Calc | lines: 50:54 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FibServlet.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
commit: 626af93e082ddb1514c38041d8272f85499c84e8 | author: Byron Katz
commit: 79edb576f00f9bfb2b7d319941fd81f75a90e8fd | author: Byron Katz
commit: 6095c0a54067b9fc34c61813391d9660370c20b3 | author: Byron Katz
method: com.coveros.training.mathematics.Fibonacci.Fibonacci | lines: 5:7 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Fibonacci.java
commit: ff52abc818b2adea965a49d2183e6154afdf1034 | author: Byron Katz
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
method: com.coveros.training.mathematics.Fibonacci.calculate | lines: 9:19 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/Fibonacci.java
commit: d52b872ce223db5e4ce94a7e8147ce5ceb2ad00e | author: Byron Katz
commit: ea13738c4c13291aff67bd0cc86b40f10eb6af5a | author: Byron Katz
method: com.coveros.training.mathematics.FibonacciIterative.FibonacciIterative | lines: 10:12 | file: D:\msdecomp\2022_microservice_tools\code\scripts\metrics\casestudies/demo/src/main/java/com/coveros/training/mathematics/FibonacciIterative.java
commit: c6f758b7e48f9e6ae545f6d6906f28ab1b8c6d72 | author: Byron Katz
